Book Id,Title,Author,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Exclusive Shelf,My Review,Read Count
49816890,"Blue on Blue (Bitter Legacy, #3)",Dal Maclean,,1935560689,9781935560685,0,4.41,Blind Eye Books,Paperback,407,2020,2020,,2022/07/12,to-read,to-read,,0
38117483,"Object of Desire  (Bitter Legacy, #2)",Dal Maclean,,1935560549,9781935560548,0,4.16,Blind Eye Books,Paperback,396,2018,2018,,2022/07/12,to-read,to-read,,0
44795747,The Definitive Albert J. Sterne,Julie Bozza,,,,0,4.07,LIBRAtiger,Kindle Edition,626,2019,2010,,2022/07/12,to-read,to-read,,0
16114592,Father Figure,Kichiku Neko,"TogaQ, Guilt Pleasure",,,0,3.85,Guilt|Pleasure,Paperback,120,2011,2011,,2022/07/12,"to-read, be",to-read,,0
35833839,The Quaker (Duncan McCormack #1),Liam McIlvanney,,1487003757,9781487003753,0,4.10,Spiderline,Paperback,389,2018,2018,,2022/07/12,to-read,to-read,,0
43233514,Thrown Off the Ice,Taylor Fitzpatrick,,,9780463555668,0,4.45,,ebook,311,2018,2018,,2022/07/12,to-read,to-read,,0
51856442,"Ground Zero (Zero Hour, #1)",Aimee Nicole Walker,,,,0,4.09,Chasing Rainbows Press LLC,Kindle Edition,317,2019,2019,,2022/07/13,to-read,to-read,,0
42867008,"Drawn to You (Beyond the Cove, #1)",Jaclyn Quinn,,,,0,4.27,,Kindle Edition,234,2018,2018,,2022/07/13,to-read,to-read,,0
27992028,Ollie Always,John  Wiltshire,,1608209997,9781608209996,0,4.16,"MLR Press, LLC",ebook,217,2016,2016,,2022/07/13,to-read,to-read,,0
17233413,In From the Cold: The I Spy Stories (I Spy #1-3),Josh Lanyon,,1937909352,9781937909352,0,4.17,JustJoshin,Paperback,276,2012,2012,,2022/07/13,to-read,to-read,,0
45549981,The Hate You Drink,N.R. Walker,,1925886506,9781925886504,0,4.04,Blueheart Press,Paperback,232,2019,2019,,2022/07/13,to-read,to-read,,0
22720162,Return on Investment,Aleksandr Voinov,,,,0,4.09,44 Raccoons,Kindle Edition,340,2014,2014,,2022/07/18,to-read,to-read,,0
34933997,"Provoked (Enlightenment, #1)",Joanna Chambers,,,,0,3.98,Joanna Chambers ,Kindle Edition,202,2017,2013,,2022/07/18,to-read,to-read,,0
42925241,"Any Old Diamonds (Lilywhite Boys, #1)",K.J. Charles,,,9781912688074,0,4.29,KJC Books,ebook,320,2019,2019,,2022/07/18,to-read,to-read,,0
50196983,"Best Man (Close Proximity, #1)",Lily Morton,,,,0,4.12,Lily Morton,Kindle Edition,234,2019,2019,,2022/07/18,to-read,to-read,,0
29925490,"Risk Return (Return on Investment, #2)",Aleksandr Voinov,,,,0,4.15,44 Raccoons,ebook,230,2016,2016,,2022/07/19,to-read,to-read,,0
31133156,Unhinge the Universe,Aleksandr Voinov,,194342618X,,0,4.18,,Kindle Edition,294,2016,2013,,2022/07/19,to-read,to-read,,0
8164566,"Evenfall (In the Company of Shadows, #1)",Ais,Santino Hassell,,,3,4.19,Santino Hassell & Ais,ebook,1427,2007,2007,,2023/01/02,,read,,1
59925378,Barred Desires (The Deepest Desires #1),Ashley      James,,,,0,3.81,Amazon,Kindle Edition,246,2022,2022,,2023/01/02,to-read,to-read,,0
57569079,"Charles (Learning to Love, #1)",Con Riley,,,,0,4.20,Figment Ink,Kindle Edition,346,2021,2021,,2023/01/02,to-read,to-read,,0
60859203,"Temporary Partner (Valor and Doyle Mysteries, #1)",Nicky James,,,,0,4.21,,Kindle Edition,378,2022,2022,,2023/01/02,to-read,to-read,,0
62775191,A Million Little Moments (Inevitable #2),Riley Hart,,,,0,4.14,Riley Hart,Kindle Edition,266,2022,2022,,2023/01/02,to-read,to-read,,0
13159887,Latakia,J.F.  Smith,,,,0,4.20,JF  Smith,Kindle Edition,315,2011,2011,,2023/01/03,to-read,to-read,,0
13414716,The Absolutist,John Boyne,,,,0,4.10,Other Press,Paperback,311,2012,2011,,2023/01/03,sad-stuff,read,,0
618322,As Meat Loves Salt,Maria McCann,,000655248X,9780006552482,0,3.91,Harper Collins,Paperback,532,2001,2001,,2023/01/03,to-read,to-read,,0
702836,A Scarecrow's Bible,Martin Hyatt,,097634114X,9780976341147,0,3.88,Suspect Thoughts Pr,Paperback,201,2006,2006,,2023/01/03,"to-read, be",to-read,,0
67696,The Last of the Wine,Mary Renault,,0375726810,9780375726811,0,4.05,Vintage,Paperback,400,2001,1956,,2023/01/03,gay-lit,read,,0
49203397,These Violent Delights,Micah Nemerever,,0062963635,9780062963635,0,3.97,Harper,Hardcover,460,2020,2020,,2023/01/03,"be, sad-stuff, to-read",to-read,,0
11076198,Waterline,Ross Raisin,,0670917354,9780670917358,0,3.85,Viking,Paperback,262,2011,2011,,2023/01/03,"sad-stuff, to-read",to-read,,0
13482453,Protection,S.A. Reid,,147759339X,9781477593394,0,3.90,CreateSpace Independent Publishing Platform,Paperback,120,2012,2011,,2023/01/03,to-read,to-read,,0
25352011,Narcissist,Suzi Slade,,,,0,4.33,Booktango,Kindle Edition,168,2015,2015,,2023/01/03,to-read,to-read,,0
17978203,Bitter Eden,Tatamkhulu Afrika,,1250043662,9781250043665,0,3.88,Picador,Hardcover,232,2014,2002,,2023/01/03,"gay-lit, sad-stuff",read,,0
1279409,Now and Then,William Corlett,,0349107750,9780349107752,0,4.18,Abacus,Paperback,352,1996,1995,,2023/01/03,"sad-stuff, to-read",to-read,,0
11292786,"Counterpunch (Belonging, #2)",Aleksandr Voinov,,1937058174,9781937058173,0,3.98,Storm Moon Press,ebook,173,2011,2011,,2023/01/05,to-read,to-read,,0
7823352,Take My Picture,Giselle Ellis,,1615813969,9781615813964,0,3.98,Dreamspinner Press,ebook,154,2010,2007,,2023/01/05,to-read,to-read,,0
40092019,The Free Boy,John  Shepherd,,,,4,4.29,Fast Media,Kindle Edition,61,2018,2018,2023/01/05,2023/01/05,,read,,1
23246881,"He is Mine (Guns n' Boys, #2)",K.A. Merikan,,,,0,4.22,Acerbi & Villani ltd.,Kindle Edition,240,2014,2014,,2023/01/05,to-read,to-read,,0
7842723,Beyond Her Majesty's Men,Marquesate,,,,0,3.94,Camouflage Press,ebook,32,2010,2010,,2023/01/05,to-read,to-read,,0
6272360,Her Majesty's Men,Marquesate,,0955988004,9780955988004,0,3.79,Camouflage Press,Paperback,144,2008,2008,,2023/01/05,to-read,to-read,,0
26011252,Feat of Clay (Men of London #4),Susan Mac Nicol,,,,0,4.01,Boroughs Publsihing,ebook,,2015,2015,,2023/01/05,to-read,to-read,,0
13630086,"Triangle: The Complete Series (Triangle, #1-4)",Susann Julieva,Romelle Engel,,9781476293110,0,4.08,Susann Julieva,ebook,240,2012,2008,,2023/01/05,to-read,to-read,,0
58891551,Young Mungo,Douglas   Stuart,,0802159559,9780802159557,0,4.38,Grove Press,Hardcover,390,2022,2022,,2023/01/06,to-read,to-read,,0
6782412,Warrior's Cross,Madeleine Urban,Abigail Roux,1615810307,9781615810307,0,3.95,Dreamspinner Press,ebook,316,2009,2009,,2023/01/06,to-read,to-read,,0
19059695,"The Backup Boyfriend (The Boyfriend Chronicles, #1)",River Jaymes,,0991280709,,0,3.93,River Jaymes,Kindle Edition,279,2013,2013,,2023/01/06,to-read,to-read,,0
43819495,Boss's Son,Natasha Wallace,,,,4,3.81,,Kindle Edition,26,2019,2019,2023/03/19,2023/03/19,,read,,1
826396,Principles of Neural Science,Eric R. Kandel,"James H. Schwartz, Thomas M. Jessell",0838577016,9780838577011,0,4.48,McGraw-Hill Medical,Hardcover,1414,2000,1981,,2024/02/19,"to-read, neuroscience",to-read,,0
58707239,"Neuroscience: Exploring the Brain Fourth, North Americ Edition by Bear PhD, Mark F., Connors PhD, Barry W., Paradiso PhD, Mich (2015) Hardcover by Mark F. Bear, Wolters Kluwer",Mark F. Bear,,,,0,4.27,Wolters Kluwer,,,1995,1995,,2024/02/19,"to-read, neuroscience",to-read,,0
18888889,Computational Cognitive Neuroscience,Michael J. Frank,"Yuko Munakata, Thomas Hazy, Randall O'Reilly",,,0,3.80,,Kindle Edition,357,2012,2012,,2024/02/19,"to-read, neuroscience",to-read,,0
21413760,"The Upward Spiral: Using Neuroscience to Reverse the Course of Depression, One Small Change at a Time",Alex Korb,Daniel J. Siegel,1626251207,9781626251205,0,4.26,New Harbinger Publications,Paperback,240,2015,2015,,2024/02/20,"to-read, betterme",to-read,,0
53214548,So You Want to Be a Neuroscientist?,Ashley Juavinett,,0231190891,9780231190893,0,4.34,Columbia University Press,Paperback,328,2020,2020,,2024/02/20,to-read,to-read,,0
700905,Color Atlas of Neuroscience: Neuroanatomy and Neurophysiology (Thieme Flexibook),Ben Greenstein,,0865777101,9780865777101,0,3.80,George Thieme Verlag,Paperback,438,1999,1999,,2024/02/20,to-read,to-read,,0
564681,Fundamentals of Human Neuropsychology,Bryan Kolb,Ian Q. Whishaw,0716753006,9780716753001,0,4.07,Worth Publishers,Hardcover,763,2003,1980,,2024/02/20,to-read,to-read,,0
9638893,Portraits of the Mind: Visualizing the Brain from Antiquity to the 21st Century,Carl Schoonover,,0810990334,9780810990333,0,4.40,Harry N. Abrams,Hardcover,240,2010,2010,,2024/02/20,to-read,to-read,,0
490059,Methods in Neuronal Modeling: From Synapses to Networks,Christof Koch,Idan Segev,026261071X,9780262610711,0,4.08,Bradford Books,Paperback,538,1991,1989,,2024/02/20,to-read,to-read,,0
100857078,In which I argue that consciousness is a fundamental property of complex things…: A BIT of Consciousness (MIT Press BITS),Christof Koch,,0262318598,9780262318594,0,0.0,The MIT Press,,36,2014,2014,,2024/02/20,to-read,to-read,,0
50195746,How the Brain Works: The Facts Visually Explained,D.K. Publishing,,1465489797,9781465489791,0,4.30,DK Publishing (Dorling Kindersley),Hardcover,224,2020,2020,,2024/02/20,to-read,to-read,,0
1353566,Neuroscience,Dale Purves,David Fitzpatrick,0878936971,9780878936977,0,4.14,Sinauer Associates Inc,Hardcover,857,2008,1996,,2024/02/20,to-read,to-read,,0
23527871,Brain Computation as Hierarchical Abstraction,Dana H. Ballard,,0262028611,9780262028615,0,3.94,The MIT Press,Hardcover,440,2015,2015,,2024/02/20,to-read,to-read,,0
28504537,A Field Guide to Lies: Critical Thinking in the Information Age,Daniel J. Levitin,,0525955224,9780525955221,0,3.77,Dutton,Hardcover,292,2016,2016,,2024/02/20,to-read,to-read,,0
25620680,Foundational Concepts in Neuroscience: A Brain-Mind Odyssey (Norton Series on Interpersonal Neurobiology),David E. Presti,,0393709604,9780393709605,0,4.37,W. W. Norton & Company,Hardcover,320,2015,2015,,2024/02/20,to-read,to-read,,0
26570149,Brain and Behavior: A Cognitive Neuroscience Perspective,David Eagleman,Jonathan Downar,0195377680,9780195377682,0,4.27,Oxford University Press,Hardcover,688,2015,2015,,2024/02/20,to-read,to-read,,0
209078,Netter's Atlas of Human Neuroscience,David L. Felten,Ralph F. Jozefowicz,1929007167,9781929007165,0,4.27,Saunders,Paperback,500,2003,1950,,2024/02/20,to-read,to-read,,0
46049393,"The Cognitive Neurosciences, sixth edition (Mit Press)",David Poeppel,"G R Mangun, Michael S. Gazzaniga",0262043254,9780262043250,0,4.00,The MIT Press,Hardcover,1152,2020,2020,,2024/02/20,to-read,to-read,,0
19419197,Lippincott's Illustrated Q&A Review of Neuroscience,Duane E. Haines,,,,0,4.00,Lippincott Williams & Wilkins,Kindle Edition,751,2012,2012,,2024/02/20,to-read,to-read,,0
41837397,"Neuroanatomy Atlas in Clinical Context: Structures, Sections, Systems, and Syndromes",Duane E. Haines,,1496387929,9781496387929,0,5.00,Wolters Kluwer Health,Kindle Edition,369,2018,2018,,2024/02/20,to-read,to-read,,0
16205247,Haines - Neuroanatomy Atlas 8 N.A. & Lippincott's Illustrated Q&A Review of Neuroscience Package,Duane E. Haines,,1451147104,9781451147100,0,5.00,Lippincott Williams & Wilkins,Hardcover,0,2011,2011,,2024/02/20,to-read,to-read,,0
2398583,"Molecular Neuropharmacology: A Foundation for Clinical Neuroscience, Second Edition",Eric J. Nestler,"Steven Hyman, Robert Malenka",0071481273,9780071481274,0,4.45,McGraw-Hill Professional,Paperback,516,2008,2001,,2024/02/20,to-read,to-read,,0
29587078,Reductionism in Art and Brain Science: Bridging the Two Cultures,Eric R. Kandel,,0231542089,9780231542081,0,4.14,Columbia University Press,ebook,,2016,2016,,2024/02/20,to-read,to-read,,0
20914567,Neurobiology For Dummies (For Dummies Series),Frank Amthor,,1118689313,9781118689318,0,4.26,For Dummies,Paperback,416,2014,2014,,2024/02/20,to-read,to-read,,0
50884536,"Models of the Mind: How Physics, Engineering and Mathematics Have Shaped Our Understanding of the Brain",Grace  Lindsay,,1472966422,9781472966421,0,4.39,Bloomsbury Sigma,Hardcover,400,2021,2021,,2024/02/20,to-read,to-read,,0
940331,From Neuron to Brain: A Cellular and Molecular Approach to the Function of the Nervous System,John G. Nicholls,"Bruce G. Wallace, A. Robert Martin, Paul A. Fuchs",0878934391,9780878934393,0,4.00,Sinauer Associates Inc,Hardcover,679,2001,1976,,2024/02/20,to-read,to-read,,0
59856286,The Cortex and the Critical Point: Understanding the Power of Emergence,John M Beggs,,0262544032,9780262544030,0,3.91,The MIT Press,Paperback,216,2022,2022,,2024/02/20,to-read,to-read,,0
26570054,Atlas of the Human Brain,Jürgen K. Mai,"Milan Majtanik, George Paxinos",0128028009,9780128028001,0,3.90,Academic Press,Hardcover,456,2015,2015,,2024/02/20,to-read,to-read,,0
83817618,Free Agents: How Evolution Gave Us Free Will,Kevin J. Mitchell,,0691226237,9780691226224,0,3.90,Princeton University Press,Kindle Edition,342,2023,2023,,2024/02/20,to-read,to-read,,0
23930689,The Biology of Thought: A Neuronal Mechanism in the Generation of Thought - A New Molecular Model,Krishnagopal Dharani,,0128011610,9780128011614,0,4.08,Academic Press,Kindle Edition,227,2014,2014,,2024/02/20,to-read,to-read,,0
3071445,Fundamental Neuroscience,Larry R. Squire,"Floyd E. Bloom, Darwin Berg, Anirvan Ghosh, Sascha du Lac",0123740193,9780123740199,0,4.08,Academic Press,Hardcover,1,2008,1998,,2024/02/20,to-read,to-read,,0
28818275,The Beautiful Brain: The Drawings of Santiago Ramon y Cajal,Larry W. Swanson,"Eric Newman, Alfonso Araque, Janet M. Dubinsky",1419722271,9781419722271,0,4.68,Abrams Books,Hardcover,208,2017,2017,,2024/02/20,to-read,to-read,,0
26167786,Principles of Neurobiology,Liqun Luo,,0815344929,9780815344926,0,3.95,Garland Science,Hardcover,696,2015,2015,,2024/02/20,to-read,to-read,,0
52796769,"Neuroscience: Exploring the Brain, Enhanced Edition: Exploring the Brain, Enhanced Edition",Mark F. Bear,"Barry Connors, Michael A. Paradiso",1284211282,9781284211283,0,4.27,Jones & Bartlett Learning,Paperback,975,2020,1995,,2024/02/20,to-read,to-read,,0
18197158,Analyzing Neural Time Series Data: Theory and Practice (Issues in Clinical and Cognitive Neuropsychology),Mike X. Cohen,,0262019876,9780262019873,0,4.58,The MIT Press,Hardcover,600,2014,2014,,2024/02/20,to-read,to-read,,0
29889529,Neuroplasticity (The MIT Press Essential Knowledge series),Moheb Costandi,,0262529335,9780262529334,0,4.01,MIT Press,Paperback,192,2016,2016,,2024/02/20,to-read,to-read,,0
3876998,MATLAB for Neuroscientists: An Introduction to Scientific Computing in MATLAB,Pascal Wallisch,,0123745519,9780123745514,0,3.97,Academic Press,Hardback,400,2008,2008,,2024/02/20,to-read,to-read,,0
39644145,An Introductory Course in Computational Neuroscience (Computational Neuroscience Series),Paul   Miller,,0262038250,9780262038256,0,5.00,The MIT Press,Hardcover,408,2018,2018,,2024/02/20,to-read,to-read,,0
11333642,Medical Neurobiology,Peggy Mason,,0195339975,9780195339970,0,4.41,Oxford University Press,Hardcover,688,2011,2011,,2024/02/20,to-read,to-read,,0
23582015,Principles of Neural Design,Peter Sterling,Simon Laughlin,0262028700,9780262028707,0,4.66,Mit Press May-22-2015,Unknown Binding,568,2015,2015,,2024/02/20,to-read,to-read,,0
29952688,Cognitive Neuroscience: A Very Short Introduction (Very Short Introductions),Richard Passingham,,0198786220,9780198786221,0,3.69,Oxford University Press,Paperback,160,2016,2016,,2024/02/20,to-read,to-read,,0
78297431,"Seeing the Mind: Spectacular Images from Neuroscience, and What They Reveal about Our Neuronal Selves",Stanislas Dehaene,,0262376105,9780262376105,0,4.67,The MIT Press,Kindle Edition,232,2024,2024,,2024/02/20,to-read,to-read,,0
432731,Clinical Neuroanatomy Made Ridiculously Simple [Book & CD-ROM],Stephen Goldberg,,0940780577,9780940780576,0,4.07,Medmaster,Paperback,96,2005,1979,,2024/02/20,to-read,to-read,,0
18817641,Stahl's Essential Psychopharmacology: Neuroscientific Basis and Practical Applications,Stephen M. Stahl,Nancy Muntner,1139832441,9781139832441,0,4.59,Cambridge University Press,Kindle Edition,1590,2013,2013,,2024/02/20,to-read,to-read,,0
58275959,"Active Inference: The Free Energy Principle in Mind, Brain, and Behavior",Thomas Parr,"Giovanni Pezzulo, Karl J. Friston",0262045354,9780262045353,0,4.28,The MIT Press,Hardcover,312,2022,2022,,2024/02/20,to-read,to-read,,0
75603992,Report on January 6: The Abridged & Annotated Report from the U.S. House Select Committee to Investigate the January 6th Attack on the United States Capitol,Wayne Unger,,,,0,5.00,,Kindle Edition,559,2023,2023,,2024/04/12,"to-read, jan6",to-read,,0
25014114,History Is All You Left Me,Adam Silvera,,1616956933,9781616956936,0,3.93,Soho Teen,ebook,320,2017,2017,,2024/06/12,to-read,to-read,,0
98081,Full Circle,Michael Thomas Ford,,0758210574,9780758210579,0,4.15,Kensington Pub Corp,Hardcover,422,2005,2005,,2024/06/12,to-read,to-read,,0
671991,Ready to Catch Him Should He Fall,Neil Bartlett,,1852427051,9781852427054,0,3.71,Serpent's Tail,Paperback,320,1998,1990,,2024/06/12,to-read,to-read,,0
55654025,Bath Haus,P.J.  Vernon,,0385546734,9780385546737,5,3.76,Doubleday,Hardcover,312,2021,2021,,2024/06/12,,read,,1
35427341,The Sparsholt Affair,Alan Hollinghurst,,1447208218,9781447208211,0,3.54,Picador,Hardcover,454,2017,2017,,2024/06/13,to-read,to-read,,0
30106,The Swimming-Pool Library,Alan Hollinghurst,,0679722564,9780679722564,0,3.73,Vintage,Paperback,352,1989,1988,,2024/06/13,to-read,to-read,,0
1208928,Loaded,Christos Tsiolkas,,0099757710,9780099757719,0,3.63,Vintage,Paperback,151,1997,1995,,2024/06/13,to-read,to-read,,0
77267756,"Guide to Personal Knowledge: The Philosophy of Michael Polanyi: Tacit Knowledge, Emergence and the Fiduciary Program",Daniel Paksi,Mihály Héder,1648895646,9781648895647,0,0.0,Vernon Press,Paperback,234,2022,2022,,2024/06/13,to-read,to-read,,0
51587,The Sluts,Dennis Cooper,,0786716746,9780786716746,0,3.79,Carroll & Graf Publishers,Paperback,263,2005,2004,,2024/06/13,to-read,to-read,,0
157440,The Married Man,Edmund White,,0679781447,9780679781448,0,3.77,Knopf Doubleday Publishing Group,Paperback,336,2001,2000,,2024/06/13,to-read,to-read,,0
102864014,Disorderly Men,Edward  Cahill,,1531504442,9781531504441,0,4.31,Empire State Editions,Hardcover,320,2023,2023,,2024/06/13,to-read,to-read,,0
32335679,Anatomy and Physiology Coloring Workbook: A Complete Study Guide,Elaine N. Marieb,Simone Brito,0134459369,9780134459363,0,4.03,Pearson,Paperback,416,2017,1988,,2024/06/13,to-read,to-read,,0
2198478,Vander's Human Physiology: The Mechanisms of Body Function with ARIS (HUMAN PHYSIOLOGY (VANDER)),Eric P. Widmaier,"Hershel Raff, Kevin Strang",0077216091,9780077216092,0,3.92,McGraw-Hill Science/Engineering/Math,Hardcover,770,2007,1975,,2024/06/13,to-read,to-read,,0
59451070,Netter Atlas of Human Anatomy: A Systems Approach: paperback + eBook (Netter Basic Science),Frank H. Netter,,0323760287,9780323760287,0,5.00,Elsevier,Paperback,712,2022,2022,,2024/06/13,to-read,to-read,,0
58671341,Taxonomies: Practical Approaches to Developing and Managing Vocabularies for Digital Information: Practical Approaches to Developing and Managing Vocabularies for Digital Information,Helen Lippell,,1783304812,9781783304813,0,4.33,Facet Publishing,Paperback,288,2022,2022,,2024/06/13,textbook,read,,0
150700130,"HOW IT WORKS MAGAZINE #02 2014, BOOK OF THE HUMAN BODY.",HOW IT WORKS MAGAZINE BOOK OF THE HUMAN BODY,,,,0,5.00,,Paperback,0,2014,2014,,2024/06/13,to-read,to-read,,0
143474600,"Personal Knowledge Graphs: Connected thinking to boost productivity, creativity and discovery",Ivo Velitchkov,George Anadiotis,1914549090,9781914549090,0,3.67,Exapt Press,Kindle Edition,397,2023,2023,,2024/06/13,textbook,read,,0
30622617,After the Blue Hour,John Rechy,Cooper North,0802125891,9780802125897,0,3.28,Grove Press,Hardcover,224,2017,2017,,2024/06/13,to-read,to-read,,0
44157024,Take Control of Notes,Josh Centers,,,9781947282339,0,3.25,alt concepts inc.,ebook,51,2018,2018,,2024/06/13,to-read,to-read,,0
20738173,Stranger on the Shore,Josh Lanyon,,1426898320,9781426898327,0,4.19,Carina Press,ebook,226,2014,2014,,2024/06/13,to-read,to-read,,0
74468579,Interpreting Basic Statistics: A Workbook Based on Excerpts from Journal Articles,Keith S. Cox,,1000430847,9781000430844,0,1.00,Routledge,Kindle Edition,258,2021,2021,,2024/06/13,textbook,read,,0
53490539,Taking Smart Notes with DEVONthink,Kourosh Dini,,,,0,3.84,Kourosh Dini,ebook,500,2020,2020,,2024/06/13,to-read,to-read,,0
60703022,"Mind Mapping: How to Create Mind Maps Step-by-step (The Best Way to Improve Memory, Creativity, Concentration & More)",Martin Thompson,,,,0,0.0,,Kindle Edition,110,2021,2021,,2024/06/13,to-read,to-read,,0
13281082,Max Your Memory,Pascale Michelon,,0756689651,9780756689650,0,3.76,DK,Paperback,192,2011,2011,,2024/06/13,to-read,to-read,,0
13107907,Treatment Plans and Interventions for Bulimia and Binge-Eating Disorders,Rene D. Zweig,Robert L. Leahy,146250258X,9781462502585,0,4.11,The Guilford Press,Paperback,180,2011,2011,,2024/06/13,to-read,to-read,,0
37956046,"Good Charts Workbook: Tips, Tools, and Exercises for Making Better Data Visualizations",Scott Berinato,,1633696170,9781633696174,0,4.51,Harvard Business Review Press,Paperback,288,2019,2019,,2024/06/13,to-read,to-read,,0
160498656,"Color Atlas of Physiology by Silbernagl, Stefan, Despopoulos, Agamemnon [Thieme, 2008] (Paperback) 6th Edition [Paperback]",Silbernagl,,,,0,0.0,"Thieme, 2008",Paperback,0,,,,2024/06/13,to-read,to-read,,0
34507927,"How to Take Smart Notes: One Simple Technique to Boost Writing, Learning and Thinking – for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,,,,0,4.12,,Kindle Edition,178,2017,2017,,2024/06/13,to-read,to-read,,0
588960,Color Atlas of Physiology,Stefan Silbernagl,"Agamemnon Despopoulos, Rüdiger Gay, Astrid Rothenburger",1588900614,9781588900616,0,4.15,Thieme,Paperback,448,2003,1983,,2024/06/13,to-read,to-read,,0
28176581,Netter's Physiology Flash Cards,Susan Mulroney,,032335954X,9780323359542,0,4.46,Elsevier,Unbound,450,2015,2015,,2024/06/13,to-read,to-read,,0
59616977,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,,1982167386,9781982167387,0,4.06,Simon Element / Simon Acumen,Hardcover,272,2022,2022,,2024/06/13,to-read,to-read,,0
61273326,The New Life,Tom  Crewe,,1668000830,9781668000830,0,3.78,Scribner,Hardcover,392,2023,2023,,2024/06/13,to-read,to-read,,0
57059789,"Mind Mapping: 3-in-1 Bundle to Master Brain Mapping, Mind Maps at Work, Mind Map Examples & Mind Mapping Journals (Brain Training)",Troye Bates,,,,0,3.75,,Kindle Edition,,2021,2021,,2024/06/13,to-read,to-read,,0
62013675,Improve Your Grammar: The Essential Guide to Accurate Writing (Bloomsbury Study Skills),Vanessa Jakeman,"Ken Paterson, Mark Harrison",1350933643,9781350933644,0,0.0,Bloomsbury Academic,Kindle Edition,459,2022,2022,,2024/06/13,textbook,read,,0
32575178,Improve Your Grammar: The Essential Guide to Accurate Writing (Macmillan Study Skills),Vanessa Jakeman,,113759165X,9781137591654,0,4.43,Red Globe Press,Kindle Edition,168,2017,2017,,2024/06/13,textbook,read,,0
15707643,That Which Wills,Alex Singer,Jayd Aït-Kaci,,,0,4.11,Little Foolery,ebook,17,2012,2012,,2024/06/14,to-read,to-read,,0
13384214,The Dragon Tamer,Ana Bosch,,1613723156,9781613723159,0,3.50,Dreamspinner Press LLC,ebook,43,2012,2012,,2024/06/14,to-read,to-read,,0
32600399,The Destroyers,Christopher Bollen,,0062329987,9780062329981,0,3.39,Harper,Hardcover,496,2017,2017,,2024/06/30,to-read,to-read,,0
61928559,Chaos in my Wake,A.V. Shener,,9659299400,9789659299409,0,4.47,,ebook,430,2022,2022,,2024/07/01,to-read,to-read,,0
214013506,"Our Deadly Reunion (Unbreakable Ties, #1)",A.V. Shener,,,,0,4.60,,,,2024,2024,,2024/07/01,to-read,to-read,,0
62775194,"Hidden Scars (Darby U Hockey Boys, #1)",Andi Jaxon,,,,4,4.13,,Kindle Edition,470,2022,2022,,2024/07/01,,read,,1
175404400,The Handler (Manhandled #1),August Jones,,,,0,4.09,,Kindle Edition,388,2023,2023,,2024/07/01,to-read,to-read,,0
13153370,My Policeman,Bethan Roberts,,0701185848,9780701185848,0,4.01,Chatto & Windus,Hardcover,352,2012,2012,,2024/07/01,,read,,1
12879158,Junction X,Erastes,,193769206X,9781937692063,0,4.14,Cheyenne Publishing,Paperback,200,2011,2011,,2024/07/01,to-read,to-read,,0
8385383,Voice of Force,G. Roger Denson,,,9781451568622,0,4.27,CreateSpace Independent Publishing Platform,Paperback,436,2010,2009,,2024/07/01,to-read,to-read,,0
19288043,Gone Girl,Gillian Flynn,,,,4,4.14,Broadway Books,Paperback,415,2014,2012,,2024/07/01,,read,,1
1159641,Map of the Harbor Islands,J.G.  Hayes,,1560235969,9781560235965,0,4.38,Harrington Park Pr,Paperback,389,2006,2006,,2024/07/01,to-read,to-read,,0
62914379,"Secrets (Secrets, #1)",Julie Mannino,,,,0,3.96,,Kindle Edition,81,2022,2022,,2024/07/01,to-read,to-read,,0
34715150,"The Magpie Lord (A Charm of Magpies, #1)",K.J. Charles,,,9780995799028,1,4.04,KJC Books,ebook,271,2017,2013,,2024/07/01,,read,,1
30319086,If We Were Villains,M.L. Rio,,125009528X,9781250095282,0,4.15,Flatiron Books,Hardcover,354,2017,2017,,2024/07/01,to-read,to-read,,0
13563087,Frog,Mary Calmes,,1613724691,9781613724699,0,4.17,Dreamspinner Press,ebook,178,2012,2012,,2024/07/01,to-read,to-read,,0
2409556,Skin Lane,Neil Bartlett,,1852429194,9781852429195,0,4.06,Serpent's Tail,Paperback,320,2007,2007,,2024/07/01,to-read,to-read,,0
202872414,"Skeletons in the Closet (Shadowy Solutions, #1)",Nicky James,,,,0,4.28,,Kindle Edition,367,2024,2024,,2024/07/01,to-read,to-read,,0
244775,War Against the Animals,Paul Russell,,0312335393,9780312335397,0,3.98,St. Martin's Griffin,Paperback,358,2004,2003,,2024/07/01,to-read,to-read,,0
22557272,The Girl on the Train,Paula Hawkins,,1594633665,9781594633669,3,3.96,Riverhead Books,Hardcover,336,2015,2015,,2024/07/01,,read,,1
61534,"Death Trick (Donald Strachey, #1)",Richard Stevenson,,1560234709,9781560234708,0,3.91,Harrington Park Pr,Paperback,199,2003,1981,,2024/07/01,to-read,to-read,,0
8079528,"Finding Zach (Finding Zach, #1)",Rowan Speedwell,,1615814469,9781615814466,0,3.95,Dreamspinner Press,Paperback,252,2010,2010,,2024/07/01,to-read,to-read,,0
